type,size,threads,time (rdtsc),clocks per sec,transfer rate (MB/s)
gather,131072,2,8783050,2095197276,1908.40
broadcast,262144,2,7160558,2095197276,4681.64
gather,262144,2,18874742,2095197276,1776.09
transfer,262144,2,7635732,2095197276,4390.30
gather,262144,2,15251212,2095197276,2198.07
broadcast,262144,2,5821814,2095197276,5758.20
gather,262144,2,17626338,2095197276,1901.88
transfer,262144,2,7648772,2095197276,4382.82
gather,262144,2,15512844,2095197276,2160.99
broadcast,262144,2,7321834,2095197276,4578.52
gather,262144,2,17675132,2095197276,1896.63
transfer,262144,2,7928064,2095197276,4228.42
gather,262144,2,15134984,2095197276,2214.94
broadcast,262144,2,7210432,2095197276,4649.26
gather,262144,2,18046562,2095197276,1857.59
transfer,262144,2,7911080,2095197276,4237.49
gather,262144,2,15338702,2095197276,2185.53
broadcast,262144,2,7314894,2095197276,4582.86
gather,262144,2,18300042,2095197276,1831.86
transfer,262144,2,8027048,2095197276,4176.27
gather,262144,2,15832368,2095197276,2117.38
broadcast,524288,2,14481446,2095197276,4629.81
gather,524288,2,36701046,2095197276,1826.82
transfer,524288,2,14758432,2095197276,4542.92
gather,524288,2,28111482,2095197276,2385.02
broadcast,524288,2,14317952,2095197276,4682.67
gather,524288,2,38269954,2095197276,1751.93
transfer,524288,2,16936356,2095197276,3958.72
gather,524288,2,32311408,2095197276,2075.00
broadcast,524288,2,14492548,2095197276,4626.26
gather,524288,2,37303388,2095197276,1797.33
transfer,524288,2,16419970,2095197276,4083.22
gather,524288,2,29401500,2095197276,2280.37
broadcast,524288,2,14179686,2095197276,4728.34
gather,524288,2,37425730,2095197276,1791.45
transfer,524288,2,16430212,2095197276,4080.67
gather,524288,2,28981100,2095197276,2313.45
broadcast,524288,2,14265886,2095197276,4699.77
gather,524288,2,37858218,2095197276,1770.98
transfer,524288,2,17075696,2095197276,3926.42
gather,524288,2,29364040,2095197276,2283.28
broadcast,1048576,2,28519460,2095197276,4701.79
gather,1048576,2,68739636,2095197276,1950.73
transfer,1048576,2,31697258,2095197276,4230.42
gather,1048576,2,58727466,2095197276,2283.30
broadcast,1048576,2,26184392,2095197276,5121.09
gather,1048576,2,69208264,2095197276,1937.52
transfer,1048576,2,31811824,2095197276,4215.18
gather,1048576,2,59309574,2095197276,2260.89
broadcast,1048576,2,28663282,2095197276,4678.20
gather,1048576,2,69047978,2095197276,1942.02
transfer,1048576,2,31764430,2095197276,4221.47
gather,1048576,2,59228472,2095197276,2263.99
broadcast,1048576,2,26456292,2095197276,5068.46
gather,1048576,2,68910462,2095197276,1945.90
transfer,1048576,2,31807164,2095197276,4215.80
gather,1048576,2,59243772,2095197276,2263.40
broadcast,1048576,2,27510632,2095197276,4874.21
gather,1048576,2,71367582,2095197276,1878.90
transfer,1048576,2,37896906,2095197276,3538.35
gather,1048576,2,59425038,2095197276,2256.50
broadcast,2097152,2,46574292,2095197276,5758.22
gather,2097152,2,130235662,2095197276,2059.23
transfer,2097152,2,72225886,2095197276,3713.15
gather,2097152,2,120151546,2095197276,2232.06
broadcast,2097152,2,47448916,2095197276,5652.08
gather,2097152,2,130972706,2095197276,2047.64
transfer,2097152,2,74416282,2095197276,3603.85
gather,2097152,2,120870394,2095197276,2218.78
broadcast,2097152,2,45343970,2095197276,5914.46
gather,2097152,2,131079424,2095197276,2045.98
transfer,2097152,2,79600318,2095197276,3369.15
gather,2097152,2,119531600,2095197276,2243.63
broadcast,2097152,2,44154222,2095197276,6073.83
gather,2097152,2,130549930,2095197276,2054.27
transfer,2097152,2,75010580,2095197276,3575.30
gather,2097152,2,119918666,2095197276,2236.39
broadcast,2097152,2,47856352,2095197276,5603.96
gather,2097152,2,128519426,2095197276,2086.73
transfer,2097152,2,74481988,2095197276,3600.67
gather,2097152,2,119525100,2095197276,2243.76
broadcast,4194304,2,71921174,2095197276,7457.76
gather,4194304,2,251896836,2095197276,2129.33
transfer,4194304,2,145530896,2095197276,3685.61
gather,4194304,2,240228820,2095197276,2232.75
broadcast,4194304,2,70273922,2095197276,7632.57
gather,4194304,2,252008514,2095197276,2128.38
transfer,4194304,2,142658698,2095197276,3759.82
gather,4194304,2,239117390,2095197276,2243.13
broadcast,4194304,2,69123320,2095197276,7759.62
gather,4194304,2,253110436,2095197276,2119.12
transfer,4194304,2,143910086,2095197276,3727.12
gather,4194304,2,240342882,2095197276,2231.69
broadcast,4194304,2,68790504,2095197276,7797.16
gather,4194304,2,256545356,2095197276,2090.74
transfer,4194304,2,139591484,2095197276,3842.43
gather,4194304,2,239155448,2095197276,2242.77
broadcast,4194304,2,68925832,2095197276,7781.85
gather,4194304,2,252401670,2095197276,2125.07
transfer,4194304,2,140674142,2095197276,3812.86
gather,4194304,2,240154060,2095197276,2233.44
broadcast,8388608,2,114982794,2095197276,9329.58
gather,8388608,2,495768430,2095197276,2163.79
transfer,8388608,2,269886646,2095197276,3974.78
gather,8388608,2,477720746,2095197276,2245.54
broadcast,8388608,2,108843228,2095197276,9855.84
gather,8388608,2,488688836,2095197276,2195.14
transfer,8388608,2,262176988,2095197276,4091.67
gather,8388608,2,472827912,2095197276,2268.78
broadcast,8388608,2,111285164,2095197276,9639.57
gather,8388608,2,491766842,2095197276,2181.40
transfer,8388608,2,266194508,2095197276,4029.91
gather,8388608,2,477361916,2095197276,2247.23
broadcast,8388608,2,113054616,2095197276,9488.70
gather,8388608,2,488584644,2095197276,2195.61
transfer,8388608,2,263325510,2095197276,4073.82
gather,8388608,2,472607130,2095197276,2269.84
broadcast,8388608,2,110322476,2095197276,9723.69
gather,8388608,2,491910482,2095197276,2180.76
transfer,8388608,2,267779752,2095197276,4006.06
gather,8388608,2,476323168,2095197276,2252.13
broadcast,16777216,2,207964220,2095197276,10316.59
gather,16777216,2,969026518,2095197276,2214.06
transfer,16777216,2,517345500,2095197276,4147.10
gather,16777216,2,1025344882,2095197276,2092.45
broadcast,16777216,2,207262158,2095197276,10351.54
gather,16777216,2,962460202,2095197276,2229.16
transfer,16777216,2,512673262,2095197276,4184.89
gather,16777216,2,960033816,2095197276,2234.80
broadcast,16777216,2,204808160,2095197276,10475.57
gather,16777216,2,963749364,2095197276,2226.18
transfer,16777216,2,511289486,2095197276,4196.22
gather,16777216,2,953706138,2095197276,2249.63
broadcast,16777216,2,208826644,2095197276,10273.99
gather,16777216,2,958332212,2095197276,2238.77
transfer,16777216,2,510158058,2095197276,4205.52
gather,16777216,2,935554898,2095197276,2293.27
broadcast,16777216,2,209211798,2095197276,10255.07
gather,16777216,2,967438062,2095197276,2217.69
transfer,16777216,2,516702724,2095197276,4152.26
gather,16777216,2,1025033150,2095197276,2093.09
broadcast,33554432,2,521808272,2095197276,8223.26
gather,33554432,2,1869328102,2095197276,2295.46
transfer,33554432,2,989437208,2095197276,4336.77
gather,33554432,2,1849723622,2095197276,2319.79
broadcast,33554432,2,524205236,2095197276,8185.66
gather,33554432,2,1862042910,2095197276,2304.44
transfer,33554432,2,988688062,2095197276,4340.06
gather,33554432,2,1833045866,2095197276,2340.89
broadcast,33554432,2,528049132,2095197276,8126.07
gather,33554432,2,1860461212,2095197276,2306.40
transfer,33554432,2,984505144,2095197276,4358.50
gather,33554432,2,1840938776,2095197276,2330.86
broadcast,33554432,2,526511192,2095197276,8149.81
gather,33554432,2,1899450902,2095197276,2259.05
transfer,33554432,2,990994232,2095197276,4329.96
gather,33554432,2,1852282706,2095197276,2316.58
broadcast,33554432,2,527810434,2095197276,8129.74
gather,33554432,2,1865087136,2095197276,2300.68
transfer,33554432,2,989487606,2095197276,4336.55
gather,33554432,2,1848070618,2095197276,2321.86
broadcast,64,3,200438,2095197276,40.83
gather,64,3,60718,2095197276,134.79
transfer,64,3,48548,2095197276,168.58
gather,64,3,63168,2095197276,129.57
broadcast,64,3,97588,2095197276,83.87
gather,64,3,60082,2095197276,136.22
transfer,64,3,43764,2095197276,187.01
gather,64,3,63864,2095197276,128.15
broadcast,64,3,95850,2095197276,85.39
gather,64,3,57648,2095197276,141.97
transfer,64,3,47200,2095197276,173.40
gather,64,3,69594,2095197276,117.60
broadcast,64,3,89380,2095197276,91.57
gather,64,3,54612,2095197276,149.86
transfer,64,3,45268,2095197276,180.80
gather,64,3,62788,2095197276,130.35
broadcast,64,3,91526,2095197276,89.42
gather,64,3,56034,2095197276,146.06
transfer,64,3,43554,2095197276,187.91
gather,64,3,63830,2095197276,128.22
broadcast,128,3,103670,2095197276,157.89
gather,128,3,71224,2095197276,229.82
transfer,128,3,48738,2095197276,335.85
gather,128,3,77076,2095197276,212.37
broadcast,128,3,102896,2095197276,159.08
gather,128,3,70254,2095197276,232.99
transfer,128,3,48672,2095197276,336.31
gather,128,3,77238,2095197276,211.93
broadcast,128,3,98470,2095197276,166.23
gather,128,3,69336,2095197276,236.08
transfer,128,3,48682,2095197276,336.24
gather,128,3,85172,2095197276,192.18
broadcast,128,3,97066,2095197276,168.64
gather,128,3,68754,2095197276,238.08
transfer,128,3,49018,2095197276,333.93
gather,128,3,80182,2095197276,204.14
broadcast,128,3,105144,2095197276,155.68
gather,128,3,71566,2095197276,228.72
transfer,128,3,48978,2095197276,334.21
gather,128,3,77364,2095197276,211.58
broadcast,256,3,125580,2095197276,260.69
gather,256,3,104706,2095197276,312.66
transfer,256,3,63096,2095197276,518.85
gather,256,3,104890,2095197276,312.11
broadcast,256,3,125466,2095197276,260.93
gather,256,3,96262,2095197276,340.09
